offer_id,title,brand,product_type,exclude_reason
"S-GLZS5BA6010,S-GR9S921005CNA,S-CAPT6030C3",SOLACE 5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),Solace,solace,Brand not allowed: Solace
38BARB,3/8” Barb Couplings,American Air Components,hvac parts supplies > condensation pumps safety switches accessories,Brand not allowed: American Air Components
"GLZS4BA2410, GR9S800403ANA, CAPTA2422A3",GOODMAN 2 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Upflow Coil),Goodman,goodman 1,Title indicates parts/supplies
LCAPSING,Refrigerant Locking Cap (Single),,hvac parts supplies,Brand not allowed: BLANK
S-GXV6SS4810,Solace 4 Ton 16.2 SEER2 R-32 Air Conditioner - S-GXV6SS4810,Solace,solace,Brand not allowed: Solace
CAP555MF,55/5 MF / 440 VA 440V 55+5 MFD HVAC Capacitor,Hartland Controls,hvac parts supplies,Brand not allowed: Hartland Controls
DL489COMBO,True RMS Clamp Meter w/ 2 ATTPC3 Pipe Clamps,UEI,tools,Brand not allowed: UEI
IR-WIFI-1NA,Westinghouse Wi-Fi Controller,,,Brand not allowed: BLANK
GASNIP16,1” x 6” fitting,,hvac parts supplies,Brand not allowed: BLANK
SPY19019,Spyder Mach-Blue 1/4-in 13-Step Drill Bit (1/8-in to 1/2-in),Spyder,tools > spyder products > drill bits blades and hole saws,Brand not allowed: Spyder
RP14AY18AJ1NA,RHEEM 1.5 Ton 14.3 SEER2 Single-Stage Heat Pump,Rheem,rheem,Title indicates parts/supplies
"S-GLXS5BA4810,S-AMST48CU13",SOLACE 4 Ton 15.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
1036ADJ,10 X 3.25 x 6 Adjustable Boot,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
MPA5285G0020201,">B< Maxipro 1/4""x1/4"" Flare Adaptor",Conex Bänninger,hvac parts supplies,Brand not allowed: Conex Bänninger
C161KIT,Residential Combustion Analyzer Kit w/ Printer/Case,UEI,tools,Brand not allowed: UEI
EZPRO-09-HP-11516D-O,EasyPro 5th Generation 9k BTU 115V System,MRCOOL,mrcool > mrcool,Brand not allowed: MRCOOL
12-30-300,"12” X 24"" Snaplock Singlewall Pipe",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
GPHH32431,Goodman 2 Ton 13.4 SEER2 Packaged Heat Pump - GPHH32431,Goodman,goodman 1,Title indicates parts/supplies
16426221291687991998,"SOLACE 5 Ton 17.5 SEER2 R-32 80% AFUE 80,000 BTU Dual Fuel System (Upflow Coil)",Solace,,Brand not allowed: Solace
400066,R-US REMS pressing rings S set BMP 1/4-7/8'' Mini A4 Z8 +ZB L-Boxx:,REMS,tools > pipe pressing,Brand not allowed: REMS
ROSSI8,"Rossi 8"" Complete Manual Damper",Rossi,hvac parts supplies > collars,Brand not allowed: Rossi
S-GRVT800603BN,"Solace 60,000 BTU 80% AFUE Gas Furnace - S-GRVT800603BN",Solace,solace,Brand not allowed: Solace
DMG150,Digital Micron Gauge W Proffesional accuracy Rang,UEI,tools,Brand not allowed: UEI
"S-GLZS5BA3010,S-AMST30BU13",SOLACE 2.5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
FRG146,14 x 6 Floor Return Grille Brown,Airscape,hvac parts supplies,Brand not allowed: Airscape
QK10M,Zip Screws 1000 Count,,hvac parts supplies,Brand not allowed: BLANK
"S-GLZT7CA3610,S-AMVT36BP1300",SOLACE 3 Ton 17.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
PF2425,"24x25x1” Pleated Filter 24"" x 25"" x 1""",GlassFloss,hvac parts supplies,Brand not allowed: GlassFloss
"S-GLXS4BA1810,S-GR9S920403ANA,S-CHPTA2426B3",SOLACE 1.5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
12LTFIT,½” Straight Liquid Tight Fittings,,hvac parts supplies,Brand not allowed: BLANK
"RP14AY18AJ1NA, R921T0403A17M4SNAS, RCFY2417STANMC","Rheem 1.5 Ton Heat Pump System 14.3 SEER2 with 40,000 BTU 92% AFUE Furnace - R-454B",Rheem,rheem,Title indicates parts/supplies
GLZS5BA3010,GOODMAN 2.5 Ton 15.2 SEER2 R-32 Heat Pump — GLZS5BA3010,Goodman,goodman 1,Title indicates parts/supplies
"S-GLZS5BA1810,S-GR9S920403ANA,S-CAPTA2422A3",SOLACE 1.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),Solace,solace,Brand not allowed: Solace
6000342558352576493,GOODMAN 2 Ton Variable Capacity 17.5 SEER2 R-32 96% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Upflow Coil),Goodman,,Title indicates parts/supplies
"RP15AY60AJ2NA, RH2VY6024STACNJ, WRX10021",Rheem R-454B 5.0 Ton 16 SEER2 Complete Heat Pump System 10kW,Rheem,rheem,Title indicates parts/supplies
"S-GZV7SA3610,S-AHVE42CP1300,S-GTST-CW-WH-A",SOLACE 3 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
7611995255846868287,"SOLACE 4 Ton 16.2 SEER2 R-32 80% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)",Solace,,Brand not allowed: Solace
2017992300806930115,Daikin ENTRA 18 SEER2 12K BTU Heat Pump,Daikin,,Brand not allowed: Daikin
9-BI-6TPI-1,"9"" Bi-Metal 6TPI Sawzall Blade",Spyder,hvac parts supplies > saw blades and drill bits,Brand not allowed: Spyder
"S-GLZS5BA6010,S-AMST60DU13",SOLACE 5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
ANCHRK01,Anchor Kit,,hvac parts supplies,Brand not allowed: BLANK
GAS12COUP,½” Couplings,,hvac parts supplies,Brand not allowed: BLANK
PLUSGAS,Solace Plus Digital Programmable Thermostat (GAS),Solace,hvac parts supplies,Brand not allowed: Solace
"GZV7SA3610, AHVE42CP1300, GTST-CW-WH-A",GOODMAN 3 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
S-GRVT960804CN,"Solace 80,000 BTU 96% AFUE Gas Furnace - S-GRVT960804CN",Solace,solace,Brand not allowed: Solace
4SW90,"4"" Singlewall Adjustable 90 Degree Elbow",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
"S-GLXS4BA1810,S-GR9S920403ANA,S-CAPTA2422A3",SOLACE 1.5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,goodman 1,Brand not allowed: Solace
T-200x,Amrad Turbo 200x,,hvac parts supplies,Brand not allowed: BLANK
RB141410,"14""x14""x10"" Return HVAC Boot",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
SPY11001,Spyder Stinger 14-Piece x 6-in Woodboring SPlastic Pade Drill Bit Set,Spyder,tools > spyder products > drill bits blades and hole saws,Brand not allowed: Spyder
1438ADJ,14 x 3.25 x 8 Adjustable Boot,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
906148,6x14x8 90 Degree Boot,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
S-GRVT800604BN,"Solace 60,000 BTU 80% AFUE Gas Furnace - S-GRVT800604BN",Solace,solace,Brand not allowed: Solace
16COL,"16"" Starting Collar Take Off - Snap Lock",Southwark,hvac parts supplies,Brand not allowed: Southwark
"S-GLZS4BA4810,S-GR9S920804CNA,S-CAPTA6030C3",SOLACE 4 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),Solace,goodman 1,Brand not allowed: Solace
S-CHPTA4830C3,Solace 4 Ton R-32 Horizontal Evaporator Coil - S-CHPTA4830C3,Solace,solace,Brand not allowed: Solace
GLZS4BA3010,Goodman GLZS4BA3010 2.5 Ton R-32 Heat Pump,Goodman,goodman 1,Title indicates parts/supplies
SWCAP6,"6"" Silver Metal Sidewall Cap With 5"" Long Collar, Screen and Damper",Builders Best,hvac parts supplies,Brand not allowed: Builders Best
GPHH52431,Goodman 2 Ton 15.2 SEER2 Packaged Heat Pump - GPHH52431,Goodman,goodman 1,Title indicates parts/supplies
S-GLXT7CA4810,Solace 4 Ton 17.2 SEER2 R-32 Air Conditioner - S-GLXT7CA4810,Solace,solace,Brand not allowed: Solace
R606,"6"" R-6 Flex",Quality Flex,hvac parts supplies,Brand not allowed: Quality Flex
6COL,"6"" Starting Collar Take Off - Snap Lock",Southwark,hvac parts supplies,Brand not allowed: Southwark
"S-GLZS5BA2410,S-GR9S920403ANA,S-CHPTA2426B3",SOLACE 2 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
14-310,"14"" Round End Caps No Crimp",,hvac parts supplies,Brand not allowed: BLANK
3490LTFIT,"3/4"" 90 Degree Liquid Tite Fitting",,hvac parts supplies,Brand not allowed: BLANK
R610,"10"" R-6 Flex",Quality Flex,hvac parts supplies,Brand not allowed: Quality Flex
522KIT,Oil Burner & Boiler Install Kit,UEI,tools,Brand not allowed: UEI
62WIRE50,6-2 High Voltage Wire 50' Roll,,hvac parts supplies,Brand not allowed: BLANK
"S-GLXT7CA3610,S-CHPTA3630B3,S-GRVT960803BN","SOLACE 3 Ton 17.2 SEER2 R-32 96% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)",Solace,solace,Brand not allowed: Solace
GPHM36031,Goodman 5 Ton 13.4 SEER2 Packaged Heat Pump - GPHM36031,Goodman,goodman 1,Title indicates parts/supplies
"S-GLZS5BA4810,S-GR9S920804CNA,S-CHPTA4830C3",SOLACE 4 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
S-GPUM32404031,Solace 2 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPUM32404031,Solace,solace,Brand not allowed: Solace
S-CAPEA3022B3,Solace 2.5 Ton R-32 Upflow Evaporator Coil - S-CAPEA3022B3,Solace,solace,Brand not allowed: Solace
"GZV6SA4810, AHVE48CP1300, HKTSN10X1, GTST-CW-WH-A",GOODMAN 4 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
BLWRN01,Small Blue Wire Nuts (100 ct. Pack),,hvac parts supplies,Brand not allowed: BLANK
GLZS5BA3610,GOODMAN 3 Ton 15.2 SEER2 R-32 Heat Pump — GLZS5BA3610,Goodman,goodman 1,Title indicates parts/supplies
"GLZS4BA3010, AWST30SU1310",GOODMAN 2.5 Ton 14.3 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler AND 10kw Heat Kit,Goodman,goodman 1,Title indicates parts/supplies
GLZS4MA3010,Goodman 2.5 Ton Heat Pump 14.3 SEER2 7.8 HSPF2 Single-Stage R-32 - GLZS4MA3010,Goodman,goodman 1,Title indicates parts/supplies
"S-GLXT7CA6010,S-AMVT60DP1300",SOLACE 5 Ton 17.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
FG1420,"14 x 20 Stamp Faced Sidewall/Ceiling Return 1"" Filter Grille White",Airscape,hvac parts supplies,Brand not allowed: Airscape
"GLZT7CA3610, AMVT36BP1300",GOODMAN 3 Ton 17.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
"GZV6SA3010, AHVE36CP1300, HKTSN08X1, GTST-CW-WH-A",GOODMAN 2.5 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
AA313,Aprilaire 313 MERV 13 Replacement Filter for 1310 Cabinet,Aprilaire,hvac parts supplies > filters,Brand not allowed: Aprilaire
"S-GLXS5BA4210,S-GR9S920804CNA,S-CAPTA4230C3",SOLACE 3.5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
"S-GLXS5BA6010,S-GR9S921005CNA,S-CAPTA6030C3",SOLACE 5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
SPY200303,Spyder 5 Piece Black Series Bi Metal Reciprocating Saw Blades 6 in.,Spyder,tools > spyder products > drill bits blades and hole saws,Brand not allowed: Spyder
"S-GLZS5BA4210,S-GR9S920804CNA,S-CHPTA4230C3",SOLACE 3.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
EM720,Hi-Res Differential Manometer,UEI,tools,Brand not allowed: UEI
S-AMVT36BP1300,Solace 3 Ton R-32 Air Handler - S-AMVT36BP1300,Solace,solace,Brand not allowed: Solace
MPA5002L0060001,">B< Maxipro ACR Long Elbow 3/4""x90D",Conex Bänninger,hvac parts supplies,Brand not allowed: Conex Bänninger
06-406-ASD,"06"" Saddle Collar with Scoop and Damper",,hvac parts supplies,Brand not allowed: BLANK
CMFTSNS-01,Comfort Sensor,Solace,hvac parts supplies,Brand not allowed: Solace
S-GPUM36008031,Solace 5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPUM36008031,Solace,solace,Brand not allowed: Solace
ROSSLV8,"Rossi 8"" Sleeve - Manual Damper",Rossi,hvac parts supplies,Brand not allowed: Rossi
4SADDLE,"4"" Saddle Collar",Southwark,hvac parts supplies,Brand not allowed: Southwark
"S-GLXS4BA6010,S-GR9S921005CNA,S-CAPTA6030C3",SOLACE 5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,goodman 1,Brand not allowed: Solace
230UNICFM1025,1/6-1/3 Multi-Horsepower Universal Condenser Fan Motor 1025 RPM,,hvac parts supplies,Brand not allowed: BLANK
FLATW-PAINT,Flat White Rust-oleum Spray Paint,,hvac parts supplies,Brand not allowed: BLANK
1210WHP,"1/2"" 10AWG 6' non-metalic whip up to 30A 240V",American Air Components,hvac parts supplies,Brand not allowed: American Air Components
QFLSH6,"Quick Flash 6"" Blue Plate P-600",Quickflash,hvac parts supplies,Brand not allowed: Quickflash
"S-GLXS5BA2410,S-GR9S800403ANA,S-CHPTA2426B3",SOLACE 2 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
H-WP75,HydroBalance Scrubbin' Wipes 75-Count Dispenser,HydroBalance,hvac parts supplies,Brand not allowed: HydroBalance
SWCVR01,Switch Cover,,hvac parts supplies,Brand not allowed: BLANK
ROSSLV14,"Rossi 14"" Sleeve - Manual Damper",Rossi,hvac parts supplies,Brand not allowed: Rossi
UNIDEFBD,Universal Heat Pump Defrost Control Board Model # 47D01U-843,,hvac parts supplies,Brand not allowed: BLANK
AA8053,Aprilaire 8053 Surface-Mount Sensor,Airscape,hvac parts supplies,Brand not allowed: Airscape
AA83W,"Aprilaire 8"" Round Damper 2 Wire Normally Open Zone Damper Model # ...",Aprilaire,hvac parts supplies > aprilaire zoning,Brand not allowed: Aprilaire
GZV6SA3610,Goodman 3 Ton R-32 Heat Pump Condenser - GZV6SA3610,Goodman,goodman 1,Title indicates parts/supplies
DIY-09-HP-WM-115D25-O,MRCOOL 9k DIY 5th Generation Mini-split Air Handler & Condenser 115v,MRCOOL,mrcool > mrcool,Brand not allowed: MRCOOL
CAP4575MF,45/7.5 MF / 440 VA 440V 45+7.5 MFD HVAC Capacitor,Hartland Controls,hvac parts supplies,Brand not allowed: Hartland Controls
10609638396512272007,"SOLACE 5 Ton 17.5 SEER2 R-32 96% AFUE 100,000 BTU Dual Fuel System (Horizontal Coil)",Solace,,Brand not allowed: Solace
9V,9V Batteries,,hvac parts supplies,Brand not allowed: BLANK
8COL,"8"" Starting Collar Take Off - Snap Lock",Southwark,hvac parts supplies,Brand not allowed: Southwark
AAPLEN1310,1310 April Aire Return Support Plenum Box (20.5 X 20.5 X 22.5),Aprilaire,hvac parts supplies,Brand not allowed: Aprilaire
C30H142P449,ADP 2.5 Ton R-410A Horizontal Cased Evaporator Coil - C30H142P449,,clearance,Brand not allowed: BLANK
RP14AY24AJ2NA,RHEEM 2.0 Ton 14.3 SEER2 Two-Stage Heat Pump,Rheem,rheem,Title indicates parts/supplies
"S-GLZS5BA3610,S-GR9S920603BNA,S-CHPTA3630B3",SOLACE 3 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
RSWG306,30 x 6 Stamp Faced Sidewall/Ceiling Return Grille White,Airscape,hvac parts supplies,Brand not allowed: Airscape
SPY19023,Spyder Mach-Blue 1/4-in 16 Step Drill Bit,Spyder,tools > spyder products > drill bits blades and hole saws,Brand not allowed: Spyder
CAP10MF,Capacitor CAP10MF 10 MFD,Hartland Controls,hvac parts supplies,Brand not allowed: Hartland Controls
3SW90,"3"" Singlewall Adjustable 90 Degree Elbow",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
389606418434869112,"SOLACE 2 Ton 16.2 SEER2 R-32 96% AFUE 40,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)",Solace,,Brand not allowed: Solace
ROSSI4,"Rossi 4"" Complete Manual Damper",Rossi,hvac parts supplies > collars,Brand not allowed: Rossi
GZV7SA3610,GOODMAN GZV7SA3610 - 3.0 Ton 17.5 SEER2 Variable-Speed Heat Pump,Goodman,goodman 1,Title indicates parts/supplies
QFLSH1,"Quick Flash 1"" Blue Plate (3/4 PVC & 1"" Black Pipe)",Quickflash,hvac parts supplies,Brand not allowed: Quickflash
"S-GLXS4BA3010,S-AMST30BU13",SOLACE 2.5 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
GPHM33631,Goodman 3 Ton 13.4 SEER2 Packaged Heat Pump - GPHM33631,Goodman,goodman 1,Title indicates parts/supplies
"S-GLXT7CA2410,S-CAPTA2422B3,S-GRVT800603BN","SOLACE 2 Ton 17.2 SEER2 R-32 80% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,solace,Brand not allowed: Solace
"S-GLZS4BA1810,S-GR9S800403ANA,S-CAPTA2422A3",SOLACE 1.5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),Solace,goodman 1,Brand not allowed: Solace
9181698516637820802,Goodman 3.5 Ton R-32 Heat Pump Condenser - GZV6SA4210,Goodman,,Title indicates parts/supplies
"RP14AY30AJ2NA, R921T0603A17M4SNAS, RCFY3617STANMC","Rheem 2.5 Ton Heat Pump System 14.3 SEER2 with 60,000 BTU 92% AFUE Furnace - R-454B",Rheem,rheem,Title indicates parts/supplies
11819926940214770765,"SOLACE 4 Ton 17.5 SEER2 R-32 96% AFUE 80,000 BTU Dual Fuel System (Horizontal Coil)",Solace,,Brand not allowed: Solace
"S-GLXS5BA2410,S-GR9S920403ANA,S-CAPTA2422A3",SOLACE 2 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
C161OILKIT,Residential Combustion Analyzer Kit for Gas & Oil Fired Appliances,UEI,tools,Brand not allowed: UEI
18078594730355464677,SOLACE 2.5 Ton 15.2 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler W/10KW Heat Kit,Solace,,Brand not allowed: Solace
FF1620/2020,"16 x 20 x 4 & 20 x 20 x 4 Universal MERV 11 Filter Replacement 16"" ...",,hvac parts supplies,Brand not allowed: BLANK
MSL1225,"1/2"" x 1/4"" 25ft Mini-Split",Ptubes Linesets,hvac parts supplies,Brand not allowed: Ptubes Linesets
EM201SPKIT,Static Pressure Manometer Kit,UEI,tools,Brand not allowed: UEI
"S-GLXS4BA3610,S-AWST36LU1308A",SOLACE 3 Ton 14.3 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler,Solace,solace,Brand not allowed: Solace
FP15,Rheem FP15 LP Conversion Kit - 80%+ Furnaces,Rheem,hvac parts supplies,Product type excluded: ['hvac parts supplies']
"S-GLXS4BA2410,S-GR9S920403ANA,S-CHPTA2426B3",SOLACE 2 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
GLZS4MA2410,Goodman 2.0 Ton Heat Pump 14.3 SEER2 7.8 HSPF2 Single-Stage R-32 - GLZS4MA2410,Goodman,goodman 1,Title indicates parts/supplies
SILIC01,Accessory SILIC01,,hvac parts supplies,Brand not allowed: BLANK
S-AMST30BU13,Solace 2.5 Ton R-32 Air Handler - S-AMST30BU13,Solace,solace,Brand not allowed: Solace
S-GPHH34831,Solace 2 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHH34831,Solace,solace,Brand not allowed: Solace
R608,"8"" R-6 Flex",Quality Flex,hvac parts supplies,Brand not allowed: Quality Flex
TPSPD,"Surge Protector 100,000 Amps Max Surge Current 5-2-1",5-2-1 (CPS),hvac parts supplies,Brand not allowed: 5-2-1 (CPS)
"S-GLXT7CA3610,S-CAPTA3626B3,S-GRVT960603BN","SOLACE 3 Ton 17.2 SEER2 R-32 96% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,solace,Brand not allowed: Solace
OC142014,"Return Air Boot Side Outlet 14 x 20 x 14"" round collar",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
3270109893171838480,GOODMAN 3.5 Ton Variable Capacity 17.5 SEER2 R-32 80% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Horizontal Coil),Goodman,,Title indicates parts/supplies
"S-GLZS4BA3610,S-GR9S800604BNA,S-CAPTA3626B3",SOLACE 3 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),Solace,goodman 1,Brand not allowed: Solace
PLENAHCFR,C Width Air Handler Return Support Plenum Box With 20x20x1 Filter R...,,hvac parts supplies,Brand not allowed: BLANK
30A2PBR,30A 2 Pole 230V Breaker,,hvac parts supplies,Brand not allowed: BLANK
S-CHPTA2426B3,Solace 2 Ton R-32 Horizontal Evaporator Coil - S-CHPTA2426B3,Solace,solace,Brand not allowed: Solace
6900,REFRIGERANT RECOVERY SYSTEM,Mastercool,tools,Brand not allowed: Mastercool
SLDR1,15% Sil-Fos (Per Stick),,hvac parts supplies,Brand not allowed: BLANK
"S-GLXT7CA2410,S-CAPTA2422B3,S-GRVT960403BN","SOLACE 2 Ton 17.2 SEER2 R-32 96% AFUE 40,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,solace,Brand not allowed: Solace
FTXQ09ASBU9,Daikin OTERRA Series 9K BTU Hi-Wall Fan Coil R-32,Daikin,daikin,Brand not allowed: Daikin
10866926097042372311,"SOLACE 5 Ton 16.2 SEER2 R-32 96% AFUE 100,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)",Solace,,Brand not allowed: Solace
8SADDLE,"8"" Saddle Collar",Southwark,hvac parts supplies,Brand not allowed: Southwark
S-GPHM54231,Solace 3.5 Ton 15.2 SEER2 Packaged Air Conditioner - S-GPHM54231,Solace,solace,Brand not allowed: Solace
GPHM34231,Goodman 3.5 Ton 13.4 SEER2 Packaged Heat Pump - GPHM34231,Goodman,goodman 1,Title indicates parts/supplies
34PVCJ,"34"" PVC 3/4” J-Traps",American Air Components,hvac parts supplies,Brand not allowed: American Air Components
MPA52700070001,">B< Maxipro 7/8"" Straight Coupler",Conex Bänninger,hvac parts supplies,Brand not allowed: Conex Bänninger
34SHTOF,3/4 Shut Off Valve,,hvac parts supplies > gas pipe fittings trac pipe,Brand not allowed: BLANK
H-SP48,HydroBalance Hand-Held Pump Sprayer 48 Fl.oz. Capacity,HydroBalance,hvac parts supplies,Brand not allowed: HydroBalance
AQM4,Indoor Air Quality Meter,UEI,tools,Brand not allowed: UEI
"S-GLZS4BA2410,S-GR9S920403ANA,S-CAPTA2422A3",SOLACE 2 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),Solace,goodman 1,Brand not allowed: Solace
"S-GLZS4BA6010,S-AMST60DU13",SOLACE 5 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
"S-GLZS4BA3610,S-AMST36BU13",SOLACE 3 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace > split heat pump systems > 3 ton,Brand not allowed: Solace
GAS1290,1/2” 90s,,hvac parts supplies,Brand not allowed: BLANK
34PVCR,"34"" PVC 3/4"" R-Trap",American Air Components,hvac parts supplies,Brand not allowed: American Air Components
FTXV18AVJU9,Daikin Hi-Wall Style Series 18K BTU Hi-Wall Fan Coil Multi Zone R-32,Daikin,daikin,Brand not allowed: Daikin
18SW90,"18"" Singlewall Adjustable 90 Degree Elbow",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
DAFM4,Digital In-Duct Mini Vane Anemometer,UEI,tools,Brand not allowed: UEI
GPHH33631,Goodman 3 Ton 13.4 SEER2 Packaged Heat Pump - GPHH33631,Goodman,goodman 1,Title indicates parts/supplies
"GLZS5BA3010, AMST30BU13",GOODMAN 2.5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
S-GRVT800805DN,"Solace 80,000 BTU 80% AFUE Gas Furnace - S-GRVT800805DN",Solace,solace,Brand not allowed: Solace
"S-GLZS5BA4810,S-GR9S800804CNA,S-CHPTA4830C3",SOLACE 4 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
S-GPHM56031,Solace 5 Ton 15.2 SEER2 Packaged Air Conditioner - S-GPHM56031,Solace,solace,Brand not allowed: Solace
13107356857672921796,"SOLACE 5 Ton 17.5 SEER2 R-32 80% AFUE 80,000 BTU Dual Fuel System (Horizontal Coil)",Solace,,Brand not allowed: Solace
"GLZS4BA6010, GR9S801005CNA, CAPTA6030C3",GOODMAN 5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Upflow Coil),Goodman,goodman 1,Title indicates parts/supplies
4088567384401644766,"SOLACE 3 Ton 17.5 SEER2 R-32 96% AFUE 80,000 BTU Dual Fuel System (Upflow Coil)",Solace,,Brand not allowed: Solace
S-GPUM33006031,Solace 2.5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPUM33006031,Solace,solace,Brand not allowed: Solace
FTXC24AXVJU,Daikin ENTRA Series 24K BTU Hi-Wall Fan Coil,Daikin,daikin,Brand not allowed: Daikin
CONPL2,Double Pole 240V 24V Coil Contactor 240V HVAC Relay,Hartland Controls,hvac parts supplies,Brand not allowed: Hartland Controls
"S-GLXT7CA3610,S-AMVT36BP1300",SOLACE 3 Ton 17.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
"S-GLXT7CA4810,S-AMVT48CP1300",SOLACE 4 Ton 17.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
"GLZS4BA3610, AWST36SU1310",GOODMAN 3 Ton 14.3 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler AND 10kw Heat Kit,Goodman,goodman 1,Title indicates parts/supplies
