offer_id,title,brand,product_type,exclude_reason
SCLIP01,SPlastic Pade Clip Kit,Aprilaire,hvac parts supplies,Brand not allowed: Aprilaire
D SB PIPE THREAD,BLUE MONSTER PTFE PIPE THREAD SEALANT,Blue Monster Products Mill-Rose,hvac parts supplies,Brand not allowed: Blue Monster Products Mill-Rose
"GLZS5BA1810, AWST18SU1305",GOODMAN 1.5 Ton 15.2 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler,Goodman,goodman 1,Title indicates parts/supplies
"GLZS5BA4810, AMST48CU13",GOODMAN 4 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
4COL,"4"" Starting Collar Take Off - Snap Lock",Southwark,hvac parts supplies,Brand not allowed: Southwark
2199823063783258642,"SOLACE 2 Ton 17.5 SEER2 R-32 80% AFUE 60,000 BTU Dual Fuel System (Horizontal Coil)",Solace,,Brand not allowed: Solace
4034PVC10-1,"3/4"" PVC 40"" Section",American Air Components,hvac parts supplies,Brand not allowed: American Air Components
BTOE214,2 x 14 Toe Kick Grille Brown,Airscape,hvac parts supplies,Brand not allowed: Airscape
9081410,8x14x10 90 Degree Boot,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
"S-GLXT7CA3610,S-CAPTA3626B3,S-GRVT800603BN","SOLACE 3 Ton 17.2 SEER2 R-32 80% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,solace,Brand not allowed: Solace
12TRAC1,"1/2"" Trac Pipe by the foot",,hvac parts supplies,Brand not allowed: BLANK
CAP464,Small Exterior Line Set Cover 6 x 7 x 5,,hvac parts supplies,Brand not allowed: BLANK
GLZS4BA4810,Goodman GLZS4BA4810 4 Ton R-32 Heat Pump,Goodman,goodman 1,Title indicates parts/supplies
RP15AY48AJ2NA,RHEEM 4.0 Ton 15.2 SEER2 Two-Stage Heat Pump,Rheem,rheem,Title indicates parts/supplies
S-CAPEA2418B3,Solace 2 Ton R-32 Upflow Evaporator Coil - S-CAPEA2418B3,Solace,solace,Brand not allowed: Solace
16162900090665318332,"SOLACE 1.5 Ton 16.2 SEER2 R-32 96% AFUE 40,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)",Solace,,Brand not allowed: Solace
RLYSPDT,"Universal ""Peanut"" Fan Relay SPDT",Hartland Controls,hvac parts supplies,Brand not allowed: Hartland Controls
SWCAP10,"10"" Silver Metal Sidewall Cap With 5"" Long Collar, Screen and Damper",Builders Best,hvac parts supplies > exterior ventilation caps,Brand not allowed: Builders Best
CAP15MF,15 MF / 440 VA 440V 15 MFD HVAC Capacitor,Hartland Controls,hvac parts supplies,Brand not allowed: Hartland Controls
C163,Residential/Commercial Combustion Analyzer w/ Pressure,UEI,tools,Brand not allowed: UEI
RXQ12ASBU9,Daikin OTERRA 18 SEER2 12K BTU Heat Pump R-32,Daikin,daikin,Brand not allowed: Daikin
34SEALT1,"3/4"" Non-Metallic Sealtite by the foot",,hvac parts supplies,Brand not allowed: BLANK
GZV6SA2410,Goodman 2 Ton R-32 Heat Pump Condenser - GZV6SA2410,Goodman,goodman 1,Title indicates parts/supplies
RB142012,"14""x20""x12"" Return HVAC Boot",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
"RP15AY48AJ2NA, R801T1005A21UHSNAS, RCFY4821STANMC",Rheem 4.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 80% AFUE Furnace,Rheem,rheem,Title indicates parts/supplies
"RP15AY24AJ2NA, R801T0503A14UHSNAS, RCFY2414STAAMC",Rheem 2.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 80% AFUE Furnace,Rheem,rheem,Title indicates parts/supplies
FTXQ12ASBU9,Daikin OTERRA Series 12K BTU Hi-Wall Fan Coil R-32,Daikin,daikin,Brand not allowed: Daikin
"S-GLXS5BA4810,S-GR9S920804CNA,S-CAPTA6030C3",SOLACE 4 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
"RP14AY60AJ2NA, R921T1155A24M4SNAS, RCFY6024STANMC",Rheem 5.0 Ton Dual Fuel System - 14.3 SEER2 Heat Pump & 92% AFUE Furnace - R-454B,Rheem,rheem,Title indicates parts/supplies
34PVC90,"34"" ¾” PVC 90",American Air Components,hvac parts supplies,Brand not allowed: American Air Components
MSL1425,"1/4"" X 3/8"" 25 Ft Mini-split",Ptubes Linesets,hvac parts supplies,Brand not allowed: Ptubes Linesets
BOCA518,5x18 boca plates,,hvac parts supplies,Brand not allowed: BLANK
"S-GLXS5BA6010,S-GR9S921005CNA,S-CHPTA6030D3",SOLACE 5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
AA103W,"Aprilaire 10"" Round Damper 2 Wire Normally Open Zone Damper Model #...",Aprilaire,hvac parts supplies > aprilaire zoning,Brand not allowed: Aprilaire
PAD3636,"36"" x 36"" Plastic Pad",,hvac parts supplies,Brand not allowed: BLANK
ARMA34,"¾"" Armarflex 1/2"" wall",,hvac parts supplies,Brand not allowed: BLANK
S-GLXS5BA6010,Solace 5 Ton 15.2 SEER2 R-32 Air Conditioner - S-GLXS5BA6010,Solace,solace,Brand not allowed: Solace
QFLSH810,"Quick Flash 8-10"" Blue Plate",Quickflash,hvac parts supplies,Brand not allowed: Quickflash
DPLENFR,"Furnace Return Air Plenum - D Width (24.5"")",,hvac parts supplies,Brand not allowed: BLANK
34PVCC,"34"" ¾” PVC Couplings",American Air Components,hvac parts supplies,Brand not allowed: American Air Components
"GLZS5BA3610, AMST36BU13",GOODMAN 3 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
BLNKCVR1,Blank Cover,,hvac parts supplies,Brand not allowed: BLANK
"GZV7SA2410, AHVE36CP1300, GTST-CW-WH-A",GOODMAN 2 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
S-GPHM34831,Solace 4 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHM34831,Solace,solace,Brand not allowed: Solace
S-GPGM36010031,Solace 5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPGM36010031,Solace,solace,Brand not allowed: Solace
H-214,HydroBalance Wasp & Hornet Killer 14oz Aerosol,HydroBalance,hvac parts supplies,Brand not allowed: HydroBalance
"S-GLXS4BA1810,S-AMST24BU13",SOLACE 1.5 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
AA213,Aprilaire 213 MERV 13 Replacement Filter for 1210 Cabinet,Aprilaire,hvac parts supplies > filters,Brand not allowed: Aprilaire
S-GLZT7CA6010,Solace 5 Ton 17.2 SEER2 R-32 Heat Pump - S-GLZT7CA6010,Solace,solace,Brand not allowed: Solace
S-GPUM34208031,Solace 3.5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPUM34208031,Solace,solace,Brand not allowed: Solace
GZV6SA6010,Goodman 5 Ton R-32 Heat Pump Condenser - GZV6SA6010,Goodman,goodman 1,Title indicates parts/supplies
S-GRVT800804CN,"Solace 80,000 BTU 80% AFUE Gas Furnace - S-GRVT800804CN",Solace,solace,Brand not allowed: Solace
PVC23R,2x3 PVC Reducer,American Air Components,hvac parts supplies,Brand not allowed: American Air Components
S-GPHH32431,Solace 2 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHH32431,Solace,solace,Brand not allowed: Solace
6SW90,"6"" Singlewall Adjustable 90 Degree Elbow",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
S-GLZS5BA3010,Solace 2.5 Ton 15.2 SEER2 R-32 Heat Pump - S-GLZS5BA3010,Solace,solace,Brand not allowed: Solace
GLZT7CA2410,Goodman 2 Ton R-32 Heat Pump Condenser - GLZT7CA2410,Goodman,goodman 1,Title indicates parts/supplies
MPA5285G0050501,">B< Maxipro 5/8""x5/8"" Flare Adaptor",Conex Bänninger,hvac parts supplies,Brand not allowed: Conex Bänninger
C165+N,UEi C165+N Combustion Analyzer with NOx Sensor,UEI,tools,Brand not allowed: UEI
"RP15AY30AJ2NA, R921T0603A17M4SNAS, RCFY3617STANMC",Rheem 2.5 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 92% AFUE Furnace - R-454B,Rheem,rheem,Title indicates parts/supplies
THERMO36,Universal Thermocouple,,hvac parts supplies,Brand not allowed: BLANK
"GLZS4BA1810, GR9S800403ANA, CAPTA2422A3",GOODMAN 1.5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Upflow Coil),Goodman,goodman 1,Title indicates parts/supplies
AAPLEN1910,1910 April Aire Return Support Plenum Box (22.1 X 24.7 X 22.5),Aprilaire,hvac parts supplies,Brand not allowed: Aprilaire
"RP15AY30AJ2NA, R801T0754A17UHSNAS, RCFY3617STANMC",Rheem 2.5 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 80% AFUE Furnace,Rheem,rheem,Title indicates parts/supplies
04-30-300UB,"4” X 24"" Snaplock Singlewall Pipe",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
"GZV6SA6010, AHVE60DP1300, HKTSN10X1, GTST-CW-WH-A",GOODMAN 5 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
CSRU3,4 to 5 Ton Compressor Saver Hard Start and Potential Relay 5-2-1,5-2-1 (CPS),hvac parts supplies,Brand not allowed: 5-2-1 (CPS)
S-GPGM33006031,Solace 2.5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPGM33006031,Solace,solace,Brand not allowed: Solace
92996080988641917,Gree 24.5 SEER2 24K BTU 208-230V Single Zone OD Unit and Ceiling Cassette Air Handler Vireo Gen3,Gree,,Brand not allowed: Gree
S-GLZS5BA1810,Solace 1.5 Ton 15.2 SEER2 R-32 Heat Pump - S-GLZS5BA1810,Solace,solace,Brand not allowed: Solace
CE4106,4x10x6 Center End Boot,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
PF1625,16x25x1” Pleated Filter,GlassFloss,hvac parts supplies,Brand not allowed: GlassFloss
"S-GLXS5BA3610, S-AWST36LU1310",SOLACE 3 Ton 15.2 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler W/10KW Heat Kit,Solace,solace,Brand not allowed: Solace
"S-GLXS5BA4810,S-GR9S800804CNA,S-CHPTA4830C3",SOLACE 4 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
ROSSLV6,"Rossi 6"" Sleeve - Manual Damper",Rossi,hvac parts supplies,Brand not allowed: Rossi
"S-GLXT7CA4810,S-CAPTA6030C3,S-GRVT800804CN","SOLACE 4 Ton 17.2 SEER2 R-32 80% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,solace,Brand not allowed: Solace
3PVC90,"3"" PVC 90",American Air Components,hvac parts supplies,Brand not allowed: American Air Components
"RP14AY18AJ1NA, RH2TY2417STANNJ, WRX05021",Rheem R-454B 1.5 Ton 14.3 SEER2 Complete Heat Pump System 5kW,Rheem,rheem,Title indicates parts/supplies
RECCVR01,Receptacle Cover,,hvac parts supplies,Brand not allowed: BLANK
RSWG1414,14 x 14 Stamp Faced Sidewall/Ceiling Return Grille White,Airscape,hvac parts supplies,Brand not allowed: Airscape
10438550055850888388,"SOLACE 4 Ton 16.2 SEER2 R-32 96% AFUE 100,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)",Solace,,Brand not allowed: Solace
RP15AY42AJ2NA,RHEEM 3.5 Ton 15.2 SEER2 Two-Stage Heat Pump,Rheem,rheem,Title indicates parts/supplies
R810,"10"" R-8 Flex",Quality Flex,hvac parts supplies,Brand not allowed: Quality Flex
230UNIIBM1075,1/6-1/2 Multi-Horsepower Universal Indoor Blower Motor 230V 1075 RP...,,hvac parts supplies,Brand not allowed: BLANK
"S-GXV6SS4210,S-AHVE42CP1300,S-GTST-CW-WH-A",SOLACE 3.5 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
S-GLXS4BA3610,Solace 3 Ton 14.3 SEER2 R-32 Air Conditioner - S-GLXS4BA3610,Solace,goodman 1,Brand not allowed: Solace
"GLZS4BA2410, AWST24SU1305",Goodman 2.0 Ton Heat Pump System 14.3 SEER2 with Air Handler - R-32,Goodman,goodman 1,Title indicates parts/supplies
"S-GLZS5BA3010,S-GR9S920603BNA,S-CAPTA3626B3",SOLACE 2.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),Solace,solace,Brand not allowed: Solace
S-GPHM36031,Solace 5 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHM36031,Solace,solace,Brand not allowed: Solace
RED45,4-5 Singlewall Reducer,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
S-GXV6SS2410,Solace 2 Ton 16.2 SEER2 R-32 Air Conditioner - S-GXV6SS2410,Solace,solace,Brand not allowed: Solace
S-GLZS4BA6010,Solace 5 Ton 14.3 SEER2 R-32 Heat Pump - S-GLZS4BA6010,Solace,goodman 1,Brand not allowed: Solace
H-SR01,HydroBalance Self-Rinsing Evaporator Coil Base cleaner 1 Gallon,HydroBalance,hvac parts supplies,Brand not allowed: HydroBalance
"S-GLZS4BA2410,S-GR9S920403ANA,S-CHPTA2426B3",SOLACE 2 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),Solace,goodman 1,Brand not allowed: Solace
S-GLXS4BA4210,Solace 3.5 Ton 14.3 SEER2 R-32 Air Conditioner - S-GLXS4BA4210,Solace,goodman 1,Brand not allowed: Solace
115RECEP,115V Wall Receptacle,,hvac parts supplies,Brand not allowed: BLANK
S-GLXS5BA4210,Solace 3.5 Ton 15.2 SEER2 R-32 Air Conditioner - S-GLXS5BA4210,Solace,solace,Brand not allowed: Solace
DIY-24-HP-WM-230D25-O,MRCOOL 24k DIY 5th Generation Mini-split Air Handler & Condenser 230v,MRCOOL,mrcool > mrcool,Brand not allowed: MRCOOL
"RP15AY42AJ2NA, R921T0855A21M4SNAS, RCFY4821STANMC",Rheem 3.5 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 92% AFUE Furnace - R-454B,Rheem,rheem,Title indicates parts/supplies
FP38,Rheem FP38 LP Conversion Kit - 90%+ Furnaces,Rheem,hvac parts supplies,Product type excluded: ['hvac parts supplies']
"RP14AY36AJ2NA, R921T0603A17M4SNAS, RCFY3617STANMC","Rheem 3.0 Ton Heat Pump System 14.3 SEER2 with 60,000 BTU 92% AFUE Furnace - R-454B",Rheem,rheem,Title indicates parts/supplies
WFLR104,10 x 4 Floor Register White,Airscape,hvac parts supplies,Brand not allowed: Airscape
"S-GLXS4BA1810,S-GR9S800403ANA,S-CAPTA2422A3",SOLACE 1.5 Ton 14.3 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
RED34,3-4 Singlewall Reducer,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
"S-GLXS4BA3610,S-AMST36BU13",SOLACE 3 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace > air conditioning systems > 3 ton,Brand not allowed: Solace
"S-GLXS5BA1810,S-GR9S920403ANA,S-CAPTA2422A3",SOLACE 1.5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
52336,CLAMP-ON THERMOCOUPLES,Mastercool,tools,Brand not allowed: Mastercool
S-GR9S800804CNA,Solace 80% AFUE Gas Furnace - S-GR9S800804CNA,Solace,solace > furnaces > 80k btu,Brand not allowed: Solace
12HOLE,"1/2"" Hole Straps",,hvac parts supplies,Brand not allowed: BLANK
T-200,Amrad Turbo 200,,hvac parts supplies,Brand not allowed: BLANK
C165+NOILKIT,UEi C165+NOILKIT Combustion Analyzer Kit for Oil-Fired Appliances with NOx Sensor and Printer,UEI,tools,Brand not allowed: UEI
2003468016137030112,GOODMAN 3 Ton Variable Capacity 17.5 SEER2 R-32 96% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Horizontal Coil),Goodman,,Title indicates parts/supplies
12310326792334587184,Solace 2.5 Ton R-32 Air Handler - S-AMST30BU13,Solace,,Brand not allowed: Solace
"S-GLZS5BA4210,S-GR9S800804CNA,S-CAPTA4230C3",SOLACE 3.5 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),Solace,solace,Brand not allowed: Solace
"RXC12AXVJU, FTXC12AXVJU",Daikin ENTRA 18 SEER2 12K BTU Heat Pump and 12K BTU Hi-Wall Fan Coil,Daikin,daikin,Brand not allowed: Daikin
14598405106013751041,GOODMAN 4 Ton Variable Capacity 17.5 SEER2 R-32 80% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Upflow Coil),Goodman,,Title indicates parts/supplies
AA6403K,Aprilaire Zone Board 4 Heat & 2 Cool 2 stage 3 Zone Heat Pump & Gas System Kit Model # 6403K,Aprilaire,hvac parts supplies,Brand not allowed: Aprilaire
HUB4,Smart Refrigerant Charging Kit,UEI,tools,Brand not allowed: UEI
GPHM34831,Goodman 4 Ton 13.4 SEER2 Packaged Heat Pump - GPHM34831,Goodman,goodman 1,Title indicates parts/supplies
PLUSHP,Solace Plus Digital Programmable Thermostat (Heat Pump),Solace,hvac parts supplies,Brand not allowed: Solace
1344364050854931806,GOODMAN 3.5 Ton Variable Capacity 17.5 SEER2 R-32 80% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Upflow Coil),Goodman,,Title indicates parts/supplies
WETSW01,Wet SwitchDisc Type Wet Switch Flood Detector,,hvac parts supplies,Brand not allowed: BLANK
PAD3232,"32"" x 32"" Plastic Pad",,hvac parts supplies,Brand not allowed: BLANK
"S-GLXT7CA2410,S-CHPTA2426B3,S-GRVT800603BN","SOLACE 2 Ton 17.2 SEER2 R-32 80% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)",Solace,solace,Brand not allowed: Solace
S-AMST60DU13,Solace 5 Ton R-32 Air Handler - S-AMST60DU13,Solace,solace,Brand not allowed: Solace
"GLZS4BA4810, GR9S920804CNA, CAPT6030C3","Goodman 4 Ton Heat Pump System 14.3 SEER2 with 80,000 BTU 92% AFUE Furnace - R-32",Goodman,goodman 1,Title indicates parts/supplies
AAE100V,Aprilaire E100V Dehumidifier,Aprilaire,hvac parts supplies,Brand not allowed: Aprilaire
14-28-300,"14” X 24"" Snaplock Singlewall Pipe",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
"S-GLXS5BA4210,S-GR9S800804CNA,S-CHPTA4230C3",SOLACE 3.5 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
STR9078,"7/8"" Copper Street 90",American Air Components,hvac parts supplies > copper fittings solder refrigerant accessories,Brand not allowed: American Air Components
"GLZS4BA3610, AWST36SU1308",GOODMAN 3 Ton 14.3 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler AND 8kw Heat Kit,Goodman,goodman 1,Title indicates parts/supplies
SB4104,4x10x4 Straight Boot,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
0230K00044,Goodman FireFly Refrigerant Board,Goodman,hvac parts supplies,Product type excluded: ['hvac parts supplies']
GASNIP344,3/4” x 4” fitting,,hvac parts supplies,Brand not allowed: BLANK
BOCA01,5x8 boca plates,,hvac parts supplies,Brand not allowed: BLANK
R618,"18"" R-6 Flex",Quality Flex,hvac parts supplies,Brand not allowed: Quality Flex
2PVC90,"2"" PVC 90",American Air Components,hvac parts supplies,Brand not allowed: American Air Components
DM515,True RMS Multimeter 1000V w/ Temperature,UEI,tools,Brand not allowed: UEI
8ROOF,8 in. Roof Cap Adapter,,hvac parts supplies,Brand not allowed: BLANK
RSB101,"1/4""-20x1"" Phillips Combo Bolt and nut 100 count",,hvac parts supplies,Brand not allowed: BLANK
DBOX26,"4"" Dryer Box for 2"" x 6"" Wall Thickness",Construction Solutions,hvac parts supplies,Brand not allowed: Construction Solutions
SUCTVALV,3/8 Suction Line Valve,,hvac parts supplies,Brand not allowed: BLANK
"RP15AY48AJ2NA, RH2TY4821STANNJ, WRX10021",Rheem R-454B 4.0 Ton 15.2 SEER2 Complete Heat Pump System 10kW,Rheem,rheem,Title indicates parts/supplies
"S-GXV6SS1810,S-AHVE24BP1300,S-GTST-CW-WH-A",SOLACE 1.5 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
R612,"12"" R-6 Flex",Quality Flex,hvac parts supplies,Brand not allowed: Quality Flex
RB141412,"14""x14""x12"" Return HVAC Boot",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
PLENDSB,D Width Air Handler Return Support Plenum Box NO FILTER RACK (24 X ...,,hvac parts supplies,Brand not allowed: BLANK
"S-GLZS4BA3610,S-GR9S800604BNA,S-CHPTA3630B3",SOLACE 3 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel System (Horizontal Coil),Solace,goodman 1,Brand not allowed: Solace
ROSSI12,"Rossi 12"" Complete Manual Damper",Rossi,hvac parts supplies > collars,Brand not allowed: Rossi
"S-GLZS5BA3610,S-GR9S920603BNA,S-CAPTA3626B3",SOLACE 3 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),Solace,solace,Brand not allowed: Solace
4EAVEDRYER,"4"" WHITE PLASTIC Dryer EAVE Cap with no collar",Builders Best,hvac parts supplies,Brand not allowed: Builders Best
PAD1838,"18"" x 38"" Plastic Pad",,hvac parts supplies,Brand not allowed: BLANK
S-GRVT801005CN,"Solace 100,000 BTU 80% AFUE Gas Furnace - S-GRVT801005CN",Solace,solace,Brand not allowed: Solace
12-BI-6TPI,"12"" Bi-Metal 6TPI Sawzall Blade",Spyder,hvac parts supplies > saw blades and drill bits,Brand not allowed: Spyder
BTOE210,"2 x 10 Toe Kick Grille Brown 2"" x 10""",Airscape,hvac parts supplies > registers and grilles,Brand not allowed: Airscape
GZV6SA4210,Goodman 3.5 Ton R-32 Heat Pump Condenser - GZV6SA4210,Goodman,goodman 1,Title indicates parts/supplies
GPHH53631,Goodman 3 Ton 15.2 SEER2 Packaged Heat Pump - GPHH53631,Goodman,goodman 1,Title indicates parts/supplies
R808,"8"" R-8 Flex",Quality Flex,hvac parts supplies,Brand not allowed: Quality Flex
ATK01,Acid Test kit,Sauerman,hvac parts supplies,Brand not allowed: Sauerman
S-GRVT961205DN,"Solace 120,000 BTU 96% AFUE Gas Furnace - S-GRVT961205DN",Solace,solace,Brand not allowed: Solace
S-CHPTA3026B3,Solace 2.5 Ton R-32 Horizontal Evaporator Coil - S-CHPTA3026B3,Solace,solace,Brand not allowed: Solace
"GLZS4BA4810, AMST48CU13",GOODMAN 4 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
QFLSHS,Quick Flash Short Line Set Cover (Hardie Siding),Quickflash,hvac parts supplies,Brand not allowed: Quickflash
S-GPHH53631,Solace 3 Ton 15.2 SEER2 Packaged Heat Pump - S-GPHH53631,Solace,solace,Brand not allowed: Solace
FRG144,14 x 4 Floor Return Grille Brown,Airscape,hvac parts supplies,Brand not allowed: Airscape
GAS1COUP,"1"" Couplings",,hvac parts supplies,Brand not allowed: BLANK
S-GLZT7CA2410,Solace 2 Ton 17.2 SEER2 R-32 Heat Pump - S-GLZT7CA2410,Solace,solace,Brand not allowed: Solace
"S-GLZT7CA2410,S-AMVT30BP1300",SOLACE 2 Ton 17.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
3WAY104,10 x 4 3 Way Stamped Face Register White,Airscape,hvac parts supplies,Brand not allowed: Airscape
12SEALT1,"1/2"" Non-Metallic Sealtite by the foot",,hvac parts supplies,Brand not allowed: BLANK
"S-GLXS4BA4210,S-GR9S920804CNA,S-CAPTA4230C3",SOLACE 3.5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,goodman 1,Brand not allowed: Solace
PRSSWTCH,Adjustable Pressure Switch,,hvac parts supplies,Brand not allowed: BLANK
SS1,RectorSeal Safe-T-Switch SS1,,hvac parts supplies,Brand not allowed: BLANK
S-CAPEA4830C3,Solace 4 Ton R-32 Upflow Evaporator Coil - S-CAPEA4830C3,Solace,solace,Brand not allowed: Solace
SB-32,"HydroBalance Bubble Up, Spray-Type 1QT Trig-Spray Bottle Soap Bubble Leak Detector",HydroBalance,hvac parts supplies,Brand not allowed: HydroBalance
CLM100,Cable Length Meter,UEI,tools,Brand not allowed: UEI
MPA52700040001,">B< Maxipro 1/2"" Straight Coupler",Conex Bänninger,hvac parts supplies,Brand not allowed: Conex Bänninger
S-GR9S921004CN,Solace 92% AFUE Gas Furnace - S-GR9S921004CN,Solace,solace > furnaces > 100k btu,Brand not allowed: Solace
GASNIP342,3/4” x 2” fitting,,hvac parts supplies,Brand not allowed: BLANK
"S-GLXS5BA4210,S-GR9S800804CNA,S-CAPTA4230C3",SOLACE 3.5 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
3WAY126,12 x 6 3 Way Stamped Face Register White,Airscape,hvac parts supplies,Brand not allowed: Airscape
102WIRE50,10-2 AWG Electrical Wire,,hvac parts supplies,Brand not allowed: BLANK
DL489,True RMS Digital Clamp Meter w/ DC Amps,UEI,tools,Brand not allowed: UEI
RED76,7-6 Singlewall Reducer,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
CP2,FLUE GAS PROBE FOR NEW C SERIES ANALYZERS,UEI,tools,Brand not allowed: UEI
FTXC12AXVJU,Daikin ENTRA Series 12K BTU Hi-Wall Fan Coil,Daikin,daikin,Brand not allowed: Daikin
"S-GLZS5BA2410,S-GR9S800403ANA,S-CAPTA2422A3",SOLACE 2 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),Solace,solace,Brand not allowed: Solace
50A2PBR,50A 2 Pole 230V Breaker,,hvac parts supplies,Brand not allowed: BLANK
"RP15AY42AJ2NA, RH2TY4821STANNJ, WRX10021",Rheem R-454B 3.5 Ton 15.2 SEER2 Complete Heat Pump System 10kW,Rheem,rheem,Title indicates parts/supplies
S-GR9S921205DN,Solace 92% AFUE Gas Furnace - S-GR9S921205DN,Solace,solace > furnaces > 120k btu,Brand not allowed: Solace
RED86,8-6 Singlewall Reducer,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
Y866,8 x 6 x 6 Wye,Southwark,hvac parts supplies,Brand not allowed: Southwark
S-GLXS5BA3610,Solace 3 Ton 15.2 SEER2 R-32 Air Conditioner - S-GLXS5BA3610,Solace,solace,Brand not allowed: Solace
DISC60,Disconnect 60 amp non-fused,American Air Components,hvac parts supplies,Brand not allowed: American Air Components
11BLKSTP,"11"" Black Straps",,hvac parts supplies,Brand not allowed: BLANK
"RP15AY48AJ2NA, R921T1005A21M4SNAS, RCFY4821STANMC",Rheem 4.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 92% AFUE Furnace - R-454B,Rheem,rheem,Title indicates parts/supplies
