offer_id,current_title,new_title,brand
"GLXT7CA4810, CHPTA6030D3, GRVT800804CN",GOODMAN 4 Ton 17.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),4 Ton 17.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman,goodman
GPGM33604031,Goodman 3 Ton 13.4 SEER2 Packaged Gas/Electric - GPGM33604031,3 Ton 13.4 SEER2 Packaged Gas/Electric - GPGM33604031 - Goodman,goodman
"GLXS4BA4210, GR9S800804CNA, CHPTA4230C3","Goodman 3.5 Ton Horizontal 80% Gas System 14.3 SEER2 21"" Wide R-32","3.5 Ton Horizontal 80% Gas System 14.3 SEER2 21"" Wide R-32 - Goodman",goodman
R802V1005A21UHSCAP,"RHEEM R802V1005A21UHSCAP - 100,000 BTU 80% AFUE Two-Stage Furnace","R802V1005A21UHSCAP - 100,000 BTU 80% AFUE Two-Stage Furnace - Rheem",rheem
"S-GZV6SA2410,S-AHVE24BP1300,S-GTST-CW-WH-A",SOLACE 2 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,2 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace,solace
"S-GLXS5BA3610,S-GR9S920603BNA,S-CAPTA3626B3",SOLACE 3 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),3 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Solace,solace
CAPEA3022B3,Goodman 2.5 Ton R-32 Upflow Evaporator Coil - CAPEA3022B3,2.5 Ton R-32 Upflow Evaporator Coil - CAPEA3022B3 - Goodman,goodman
S-GPGM53608031,Solace 3 Ton 15.2 SEER2 Packaged Gas/Electric - S-GPGM53608031,3 Ton 15.2 SEER2 Packaged Gas/Electric - S-GPGM53608031 - Solace,solace
S-GXV6SS6010,Solace 5 Ton 16.2 SEER2 R-32 Air Conditioner - S-GXV6SS6010,5 Ton 16.2 SEER2 R-32 Air Conditioner - S-GXV6SS6010 - Solace,solace
AHVE24BP1300,Goodman 2 Ton R-32 Air Handler - AHVE24BP1300,2 Ton R-32 Air Handler - AHVE24BP1300 - Goodman,goodman
CAPEA4830C3,Goodman 4 Ton R-32 Upflow Evaporator Coil - CAPEA4830C3,4 Ton R-32 Upflow Evaporator Coil - CAPEA4830C3 - Goodman,goodman
"S-GXV6SS3610,S-AHVE36CP1300,S-GTST-CW-WH-A",SOLACE 3 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,3 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Solace,solace
7448243626212156646,Goodman 3.5 Ton R-32 Air Conditioner Condenser - GXV6SS4210,3.5 Ton R-32 Air Conditioner Condenser - GXV6SS4210 - Goodman,goodman
S-AHVE24BP1300,Solace 2 Ton R-32 Air Handler - S-AHVE24BP1300,2 Ton R-32 Air Handler - S-AHVE24BP1300 - Solace,solace
"S-GLZS5BA1810,S-AMST24BU13",SOLACE 1.5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,1.5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace,solace
17425743676521682582,GOODMAN 2.5 Ton 13.4 SEER2 R-32 Air Conditioning System with Multi-Position Air Handler,2.5 Ton 13.4 SEER2 R-32 Air Conditioning System with Multi-Position Air Handler - Goodman,goodman
"GLZS4BA2410, GR9S920403ANA, CAPTA2422A3","Goodman 2 Ton Upflow Dual Fuel 92% Gas System 14.3 SEER2 14"" Wide R-32","2 Ton Upflow Dual Fuel 92% Gas System 14.3 SEER2 14"" Wide R-32 - Goodman",goodman
"GLZS4BA2410, AMST24BU13",GOODMAN 2 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,2 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman,goodman
R801V0503A14UHSCAP,"RHEEM R801V0503A14UHSCAP - 50,000 BTU 80% AFUE Single Stage Furnace","R801V0503A14UHSCAP - 50,000 BTU 80% AFUE Single Stage Furnace - Rheem",rheem
2527593497620976739,GOODMAN 4 Ton 13.4 SEER2 R-32 80% AFUE AC System (Horizontal Coil),4 Ton 13.4 SEER2 R-32 80% AFUE AC System (Horizontal Coil) - Goodman,goodman
"RA15AY24AJ1NA, RCFY2414STAAMC",Rheem 2.0 Ton 15.0 SEER2 AC & Evaporator Coil System,2.0 Ton 15.0 SEER2 AC & Evaporator Coil System - Rheem,rheem
"GLZS5BA1810, AWST18SU1305",GOODMAN 1.5 Ton 15.2 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler,1.5 Ton 15.2 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler - Goodman,goodman
"GLXS4BA3608, AWST36SU1308",GOODMAN 3 Ton 14.3 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler AND 8kw Heat Kit,3 Ton 14.3 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler AND 8kw Heat Kit - Goodman,goodman
"GLZS5BA4810, AMST48CU13",GOODMAN 4 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,4 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman,goodman
"GLXS5BA4210, GR9S920804CNA, CAPTA4230C3",GOODMAN 3.5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),3.5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman,goodman
2199823063783258642,"SOLACE 2 Ton 17.5 SEER2 R-32 80% AFUE 60,000 BTU Dual Fuel System (Horizontal Coil)","2 Ton 17.5 SEER2 R-32 80% AFUE 60,000 BTU Dual Fuel System (Horizontal Coil) - Solace",solace
"GLXS3BN4810, GR9S920804CNA, CHPTA4830C3",GOODMAN 4 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),4 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman,goodman
GD9S961005CN,"Goodman 100,000 BTU Gas Furnace 96% AFUE Single-Stage Downflow - GD9S961005CN","100,000 BTU Gas Furnace 96% AFUE Single-Stage Downflow - GD9S961005CN - Goodman",goodman
"RA14AY30AJ1NA, R801T0754A17UHSNAS, RCFY3617STANMC","Rheem 2.5 Ton AC System 14.3 SEER2 with 75,000 BTU 80% AFUE Furnace - R-454B","2.5 Ton AC System 14.3 SEER2 with 75,000 BTU 80% AFUE Furnace - R-454B - Rheem",rheem
"S-GLXT7CA3610,S-CAPTA3626B3,S-GRVT800603BN","SOLACE 3 Ton 17.2 SEER2 R-32 80% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)","3 Ton 17.2 SEER2 R-32 80% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil) - Solace",solace
GLZS4BA4810,Goodman GLZS4BA4810 4 Ton R-32 Heat Pump,GLZS4BA4810 4 Ton R-32 Heat Pump - Goodman,goodman
RP15AY48AJ2NA,RHEEM 4.0 Ton 15.2 SEER2 Two-Stage Heat Pump,4.0 Ton 15.2 SEER2 Two-Stage Heat Pump - Rheem,rheem
"GLXS4BA3610, GR9S800604BNA, CHPTA3630B3","Goodman 3 Ton AC System 14.3 SEER2 with 60,000 BTU 80% AFUE Furnace - R-32","3 Ton AC System 14.3 SEER2 with 60,000 BTU 80% AFUE Furnace - R-32 - Goodman",goodman
R801V1255A24UHSCAP,"RHEEM R801V1255A24UHSCAP - 125,000 BTU 80% AFUE Single Stage Furnace","R801V1255A24UHSCAP - 125,000 BTU 80% AFUE Single Stage Furnace - Rheem",rheem
"GLXS5BA3610, AMST36BU13",GOODMAN 3 Ton 15.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,3 Ton 15.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Goodman,goodman
S-CAPEA2418B3,Solace 2 Ton R-32 Upflow Evaporator Coil - S-CAPEA2418B3,2 Ton R-32 Upflow Evaporator Coil - S-CAPEA2418B3 - Solace,solace
16162900090665318332,"SOLACE 1.5 Ton 16.2 SEER2 R-32 96% AFUE 40,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)","1.5 Ton 16.2 SEER2 R-32 96% AFUE 40,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil) - Solace",solace
R921V0855A21M4SCAP,"RHEEM R921V0855A21M4SCAP - 85,000 BTU 92% AFUE Single Stage Furnace","R921V0855A21M4SCAP - 85,000 BTU 92% AFUE Single Stage Furnace - Rheem",rheem
"RA14AY36AJ1NA, RH2TY3617STANNJ, WRX10021",Rheem 3.0 Ton AC System 14.3 SEER2 with Air Handler & 10kW Heat Kit - R-454B,3.0 Ton AC System 14.3 SEER2 with Air Handler & 10kW Heat Kit - R-454B - Rheem,rheem
RXQ12ASBU9,Daikin OTERRA 18 SEER2 12K BTU Heat Pump R-32,OTERRA 18 SEER2 12K BTU Heat Pump R-32 - Daikin,daikin
"GLXS5BA3010, GR9S920603BNA, CAPTA3626B3",GOODMAN 2.5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),2.5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman,goodman
"GLXT7CA6010, CHPTA6030D3, GRVT801005CN",GOODMAN 5 Ton 17.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),5 Ton 17.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman,goodman
GZV6SA2410,Goodman 2 Ton R-32 Heat Pump Condenser - GZV6SA2410,2 Ton R-32 Heat Pump Condenser - GZV6SA2410 - Goodman,goodman
10618567988679242141,GOODMAN 1.5 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),1.5 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman,goodman
"RA14AY48AJ1NA, R921T1005A21M4SNAS, RCFY4821STANMC","Rheem 4.0 Ton AC System 14.3 SEER2 with 100,000 BTU 92% AFUE Furnace - R-454B","4.0 Ton AC System 14.3 SEER2 with 100,000 BTU 92% AFUE Furnace - R-454B - Rheem",rheem
AWST30LU1308A,Goodman AWST30LU1308A Wall-Mount Air Handler,AWST30LU1308A Wall-Mount Air Handler - Goodman,goodman
"RP15AY48AJ2NA, R801T1005A21UHSNAS, RCFY4821STANMC",Rheem 4.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 80% AFUE Furnace,4.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 80% AFUE Furnace - Rheem,rheem
"GLZS5BA3010, GR9S800603ANA, CAPTA3022A3",GOODMAN 2.5 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),2.5 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil) - Goodman,goodman
"RP15AY24AJ2NA, R801T0503A14UHSNAS, RCFY2414STAAMC",Rheem 2.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 80% AFUE Furnace,2.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 80% AFUE Furnace - Rheem,rheem
"GLXT7CA4810, CHPTA6030D3, GRVT960804CN",GOODMAN 4 Ton 17.2 SEER2 R-32 97.0% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),4 Ton 17.2 SEER2 R-32 97.0% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman,goodman
FTXQ12ASBU9,Daikin OTERRA Series 12K BTU Hi-Wall Fan Coil R-32,OTERRA Series 12K BTU Hi-Wall Fan Coil R-32 - Daikin,daikin
"S-GLXS5BA4810,S-GR9S920804CNA,S-CAPTA6030C3",SOLACE 4 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),4 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Solace,solace
1326637527177697116,GOODMAN 3.5 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Upflow Coil),3.5 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman,goodman
"RP14AY60AJ2NA, R921T1155A24M4SNAS, RCFY6024STANMC",Rheem 5.0 Ton Dual Fuel System - 14.3 SEER2 Heat Pump & 92% AFUE Furnace - R-454B,5.0 Ton Dual Fuel System - 14.3 SEER2 Heat Pump & 92% AFUE Furnace - R-454B - Rheem,rheem
4953234708896716933,GOODMAN 4 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Upflow Coil),4 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman,goodman
R921T0703A17M4SNAS,"RHEEM R921T0703A17M4SNAS - 70,000 BTU 92% AFUE Single Stage Furnace","R921T0703A17M4SNAS - 70,000 BTU 92% AFUE Single Stage Furnace - Rheem",rheem
GLXS3BN4810,Goodman GLXS3BN4810 4 Ton R-32 Air Conditioner,GLXS3BN4810 4 Ton R-32 Air Conditioner - Goodman,goodman
"S-GLXS5BA6010,S-GR9S921005CNA,S-CHPTA6030D3",SOLACE 5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Solace,solace
"GLXS5BA3010, GR9S800603ANA, CAPTA3022A3",GOODMAN 2.5 Ton 15.2 SEER2 R-32 80% AFUE AC System (Upflow Coil),2.5 Ton 15.2 SEER2 R-32 80% AFUE AC System (Upflow Coil) - Goodman,goodman
"GLXS5BA4810, GR9S800804CNA, CAPTA6030C3",GOODMAN 4 Ton 15.2 SEER2 R-32 80% AFUE AC System (Upflow Coil),4 Ton 15.2 SEER2 R-32 80% AFUE AC System (Upflow Coil) - Goodman,goodman
GXV6SS3610,Goodman 3 Ton R-32 Air Conditioner Condenser - GXV6SS3610,3 Ton R-32 Air Conditioner Condenser - GXV6SS3610 - Goodman,goodman
9345527751031811543,GOODMAN 3 Ton 13.4 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler AND 8kw Heat Kit,3 Ton 13.4 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler AND 8kw Heat Kit - Goodman,goodman
S-GLXS5BA6010,Solace 5 Ton 15.2 SEER2 R-32 Air Conditioner - S-GLXS5BA6010,5 Ton 15.2 SEER2 R-32 Air Conditioner - S-GLXS5BA6010 - Solace,solace
"GLXS4BA3610, AWST36SU1310",GOODMAN 3 Ton 14.3 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler AND 10kw Heat Kit,3 Ton 14.3 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler AND 10kw Heat Kit - Goodman,goodman
"GLZS5BA3610, AMST36BU13",GOODMAN 3 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,3 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman,goodman
"GZV7SA2410, AHVE36CP1300, GTST-CW-WH-A",GOODMAN 2 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,2 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman,goodman
14535477753559697064,GOODMAN 5 Ton 13.4 SEER2 R-32 80% AFUE AC System (Horizontal Coil),5 Ton 13.4 SEER2 R-32 80% AFUE AC System (Horizontal Coil) - Goodman,goodman
S-GPHM34831,Solace 4 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHM34831,4 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHM34831 - Solace,solace
S-GPGM36010031,Solace 5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPGM36010031,5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPGM36010031 - Solace,solace
GPHM53631,Goodman 3 Ton 15.2 SEER2 Packaged Air Conditioner - GPHM53631,3 Ton 15.2 SEER2 Packaged Air Conditioner - GPHM53631 - Goodman,goodman
"S-GLXS4BA1810,S-AMST24BU13",SOLACE 1.5 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,1.5 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Solace,solace
9408315832377900528,Goodman 4 Ton R-32 Air Conditioner Condenser - GXV6SS4810,4 Ton R-32 Air Conditioner Condenser - GXV6SS4810 - Goodman,goodman
GR9T800603BN,"Goodman 60,000 BTU Gas Furnace 80% AFUE Two-Stage - GR9T800603BN","60,000 BTU Gas Furnace 80% AFUE Two-Stage - GR9T800603BN - Goodman",goodman
S-GLZT7CA6010,Solace 5 Ton 17.2 SEER2 R-32 Heat Pump - S-GLZT7CA6010,5 Ton 17.2 SEER2 R-32 Heat Pump - S-GLZT7CA6010 - Solace,solace
S-GPUM34208031,Solace 3.5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPUM34208031,3.5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPUM34208031 - Solace,solace
GZV6SA6010,Goodman 5 Ton R-32 Heat Pump Condenser - GZV6SA6010,5 Ton R-32 Heat Pump Condenser - GZV6SA6010 - Goodman,goodman
S-GRVT800804CN,"Solace 80,000 BTU 80% AFUE Gas Furnace - S-GRVT800804CN","80,000 BTU 80% AFUE Gas Furnace - S-GRVT800804CN - Solace",solace
AWST18SU1305A,Goodman AWST18SU1305A Wall-Mount Air Handler,AWST18SU1305A Wall-Mount Air Handler - Goodman,goodman
R921T0603A17M4SNAS,"RHEEM R921T0603A17M4SNAS - 60,000 BTU 92% AFUE Single Stage Furnace","R921T0603A17M4SNAS - 60,000 BTU 92% AFUE Single Stage Furnace - Rheem",rheem
S-GPHH32431,Solace 2 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHH32431,2 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHH32431 - Solace,solace
S-GLZS5BA3010,Solace 2.5 Ton 15.2 SEER2 R-32 Heat Pump - S-GLZS5BA3010,2.5 Ton 15.2 SEER2 R-32 Heat Pump - S-GLZS5BA3010 - Solace,solace
GLZT7CA2410,Goodman 2 Ton R-32 Heat Pump Condenser - GLZT7CA2410,2 Ton R-32 Heat Pump Condenser - GLZT7CA2410 - Goodman,goodman
"RP15AY30AJ2NA, R921T0603A17M4SNAS, RCFY3617STANMC",Rheem 2.5 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 92% AFUE Furnace - R-454B,2.5 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 92% AFUE Furnace - R-454B - Rheem,rheem
6648360356724410702,GOODMAN 2 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),2 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman,goodman
"GLXS5BA6010, GR9S921005CNA, CAPT6030C3",GOODMAN 5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman,goodman
GLXT7CA6010,Goodman 5 Ton R-32 Air Conditioner Condenser - GLXT7CA6010,5 Ton R-32 Air Conditioner Condenser - GLXT7CA6010 - Goodman,goodman
"GLZS4BA1810, GR9S800403ANA, CAPTA2422A3",GOODMAN 1.5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Upflow Coil),1.5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Upflow Coil) - Goodman,goodman
"GLXS4BA3010, AWST30SU1310",GOODMAN 2.5 Ton 14.3 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler AND 10kw Heat Kit,2.5 Ton 14.3 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler AND 10kw Heat Kit - Goodman,goodman
"RP15AY30AJ2NA, R801T0754A17UHSNAS, RCFY3617STANMC",Rheem 2.5 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 80% AFUE Furnace,2.5 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 80% AFUE Furnace - Rheem,rheem
"GZV6SA6010, AHVE60DP1300, HKTSN10X1, GTST-CW-WH-A",GOODMAN 5 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,5 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman,goodman
"GLXS4BA3610, GR9S800604BNA, CAPTA3626B3","Goodman 3.0 Ton AC System 14.3 SEER2 with 60,000 BTU 80% AFUE Furnace - R-32","3.0 Ton AC System 14.3 SEER2 with 60,000 BTU 80% AFUE Furnace - R-32 - Goodman",goodman
S-GPGM33006031,Solace 2.5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPGM33006031,2.5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPGM33006031 - Solace,solace
S-GLZS5BA1810,Solace 1.5 Ton 15.2 SEER2 R-32 Heat Pump - S-GLZS5BA1810,1.5 Ton 15.2 SEER2 R-32 Heat Pump - S-GLZS5BA1810 - Solace,solace
"S-GLXS5BA3610, S-AWST36LU1310",SOLACE 3 Ton 15.2 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler W/10KW Heat Kit,3 Ton 15.2 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler W/10KW Heat Kit - Solace,solace
"S-GLXS5BA4810,S-GR9S800804CNA,S-CHPTA4830C3",SOLACE 4 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),4 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Solace,solace
"S-GLXT7CA4810,S-CAPTA6030C3,S-GRVT800804CN","SOLACE 4 Ton 17.2 SEER2 R-32 80% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)","4 Ton 17.2 SEER2 R-32 80% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Upflow Coil) - Solace",solace
"GXV6SS6010, AHVE60DP1300, HKTSN10X1, GTST-CW-WH-A",GOODMAN 5 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,5 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Goodman,goodman
RA14AY18AJ1NA,RHEEM 1.5 Ton 14.3 SEER2 Single-Stage Air Conditioner,1.5 Ton 14.3 SEER2 Single-Stage Air Conditioner - Rheem,rheem
"RP14AY18AJ1NA, RH2TY2417STANNJ, WRX05021",Rheem R-454B 1.5 Ton 14.3 SEER2 Complete Heat Pump System 5kW,R-454B 1.5 Ton 14.3 SEER2 Complete Heat Pump System 5kW - Rheem,rheem
"GLXS4BA2410, GR9S800403ANA, CHPTA2426B3","Goodman 2 Ton AC System 14.3 SEER2 with 40,000 BTU 80% AFUE Furnace - R-32","2 Ton AC System 14.3 SEER2 with 40,000 BTU 80% AFUE Furnace - R-32 - Goodman",goodman
"RA16AY36AJ2NA, RH2VY3617STACNJ, WRX10021","Rheem 3.0 Ton 16.0 SEER2 AC, Air Handler & 10kW Heat Kit System","3.0 Ton 16.0 SEER2 AC, Air Handler & 10kW Heat Kit System - Rheem",rheem
GD9T960603BN,"Goodman 60,000 BTU Gas Furnace 96% AFUE Two-Stage Downflow - GD9T960603BN","60,000 BTU Gas Furnace 96% AFUE Two-Stage Downflow - GD9T960603BN - Goodman",goodman
10438550055850888388,"SOLACE 4 Ton 16.2 SEER2 R-32 96% AFUE 100,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)","4 Ton 16.2 SEER2 R-32 96% AFUE 100,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil) - Solace",solace
RP15AY42AJ2NA,RHEEM 3.5 Ton 15.2 SEER2 Two-Stage Heat Pump,3.5 Ton 15.2 SEER2 Two-Stage Heat Pump - Rheem,rheem
"S-GXV6SS4210,S-AHVE42CP1300,S-GTST-CW-WH-A",SOLACE 3.5 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,3.5 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Solace,solace
S-GLXS4BA3610,Solace 3 Ton 14.3 SEER2 R-32 Air Conditioner - S-GLXS4BA3610,3 Ton 14.3 SEER2 R-32 Air Conditioner - S-GLXS4BA3610 - Solace,solace
"RP14AY48AJ2NA, R801T1005A21UHSNAS, RCFY4821STANMC","Rheem 4.0 Ton Dual Fuel System 14.3 SEER2 with 100,000 BTU 80% AFUE Furnace - R-454B","4.0 Ton Dual Fuel System 14.3 SEER2 with 100,000 BTU 80% AFUE Furnace - R-454B - Rheem",rheem
"GLZS4BA2410, AWST24SU1305",Goodman 2.0 Ton Heat Pump System 14.3 SEER2 with Air Handler - R-32,2.0 Ton Heat Pump System 14.3 SEER2 with Air Handler - R-32 - Goodman,goodman
"S-GLZS5BA3010,S-GR9S920603BNA,S-CAPTA3626B3",SOLACE 2.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),2.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil) - Solace,solace
S-GPHM36031,Solace 5 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHM36031,5 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHM36031 - Solace,solace
11302291950506814735,GOODMAN 3.5 Ton 13.4 SEER2 R-32 80% AFUE AC System (Upflow Coil),3.5 Ton 13.4 SEER2 R-32 80% AFUE AC System (Upflow Coil) - Goodman,goodman
GPUM33006031,Goodman 2.5 Ton 13.4 SEER2 Packaged Gas/Electric - GPUM33006031,2.5 Ton 13.4 SEER2 Packaged Gas/Electric - GPUM33006031 - Goodman,goodman
R921V1155A24M4SCAP,"RHEEM R921V1155A24M4SCAP - 115,000 BTU 92% AFUE Single Stage Furnace","R921V1155A24M4SCAP - 115,000 BTU 92% AFUE Single Stage Furnace - Rheem",rheem
CAPTA2422A3,Goodman CAPTA2422A3 1½ - 2 Ton R-32 Evaporator Coil,CAPTA2422A3 1½ - 2 Ton R-32 Evaporator Coil - Goodman,goodman
S-GXV6SS2410,Solace 2 Ton 16.2 SEER2 R-32 Air Conditioner - S-GXV6SS2410,2 Ton 16.2 SEER2 R-32 Air Conditioner - S-GXV6SS2410 - Solace,solace
17968018036611128295,GOODMAN 1.5 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),1.5 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman,goodman
S-GLZS4BA6010,Solace 5 Ton 14.3 SEER2 R-32 Heat Pump - S-GLZS4BA6010,5 Ton 14.3 SEER2 R-32 Heat Pump - S-GLZS4BA6010 - Solace,solace
"GLZS5BA2410, GR9S920403ANA, CHPTA2426B3",GOODMAN 2 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),2 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil) - Goodman,goodman
"S-GLZS4BA2410,S-GR9S920403ANA,S-CHPTA2426B3",SOLACE 2 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),2 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil) - Solace,solace
S-GLXS4BA4210,Solace 3.5 Ton 14.3 SEER2 R-32 Air Conditioner - S-GLXS4BA4210,3.5 Ton 14.3 SEER2 R-32 Air Conditioner - S-GLXS4BA4210 - Solace,solace
